onset	duration	TrialID	WordID	stim_file
8.01192655	1	2	158	sounds/158.wav
20.00865768	1	3	152	sounds/152.wav
32.02135919	1	4	153	sounds/153.wav
44.018752	1	5	151	sounds/151.wav
56.01547303	1	6	156	sounds/156.wav
68.01217405	1	7	155	sounds/155.wav
80.00890894	1	8	154	sounds/154.wav
92.02159115	1	9	157	sounds/157.wav
110.0173608	1	11	128	sounds/128.wav
122.0140704	1	12	123	sounds/123.wav
134.0108097	1	13	126	sounds/126.wav
146.0075253	1	14	127	sounds/127.wav
158.0209074	1	15	125	sounds/125.wav
170.0176109	1	16	121	sounds/121.wav
182.014348	1	17	122	sounds/122.wav
194.0110466	1	18	124	sounds/124.wav
212.0220691	1	20	165	sounds/165.wav
224.0193702	1	21	162	sounds/162.wav
236.0160017	1	22	161	sounds/161.wav
248.0126384	1	23	167	sounds/167.wav
260.0093046	1	24	166	sounds/166.wav
272.005971	1	25	168	sounds/168.wav
284.0192542	1	26	163	sounds/163.wav
296.0159104	1	27	164	sounds/164.wav
