onset	duration	TrialID	WordID	response	response_time	stim_type	stim_file
2.031810769	1	37	331	1	0.663186704	foil	images/331.JPG
14.02913572	1	38	332	1	0.593109742	foil	images/332.JPG
26.0264755	1	39	333	1	0.795111728	foil	images/333.JPG
38.02384825	1	40	243	4	0.989030349	lure	images/243.JPG
50.02116271	1	41	163	4	0.823684587	target	images/163.JPG
62.01852105	1	42	273	3	0.920990032	lure	images/273.JPG
74.03258016	1	43	187	4	1.03626907	target	images/187.JPG
86.01319969	1	44	306	1	0.684927114	foil	images/306.JPG
98.02723355	1	45	319	1	0.726229972	foil	images/319.JPG
110.0413088	1	46	312	1	0.727475615	foil	images/312.JPG
122.0219288	1	47	211	4	1.266092008	lure	images/211.JPG
134.0359697	1	48	318	1	0.62808416	foil	images/318.JPG
146.0333199	1	49	145	1	0.717368232	target	images/145.JPG
158.030674	1	50	127	4	0.895309166	target	images/127.JPG
170.0280082	1	51	264	4	0.969318734	lure	images/264.JPG
182.0420503	1	52	191	4	1.242578405	target	images/191.JPG
194.0226767	1	53	213	3	1.725275465	lure	images/213.JPG
206.0367209	1	54	303	1	0.76653081	foil	images/303.JPG
218.0173726	1	55	272	3	1.186207141	lure	images/272.JPG
230.0314021	1	56	175	4	0.923409761	target	images/175.JPG
242.0287513	1	57	284	1	1.181496304	lure	images/284.JPG
254.0260914	1	58	231	4	1.094450692	lure	images/231.JPG
266.0234442	1	59	173	4	0.72904813	target	images/173.JPG
278.0374884	1	60	137	4	1.145646419	target	images/137.JPG
290.0180967	1	61	254	4	0.693231846	lure	images/254.JPG
302.0321512	1	62	117	4	0.749630859	target	images/117.JPG
314.0294965	1	63	291	4	1.036284979	lure	images/291.JPG
326.0268355	1	64	153	4	0.745642396	target	images/153.JPG
338.0241807	1	65	308	1	1.059575577	foil	images/308.JPG
350.0382198	1	66	185	4	0.7167936	target	images/185.JPG
362.0188621	1	67	293	1	0.903455381	lure	images/293.JPG
374.0329203	1	68	322	1	0.608740225	foil	images/322.JPG
386.0134758	1	69	224	4	0.931487136	lure	images/224.JPG
398.0275905	1	70	315	1	0.748686196	foil	images/315.JPG
410.0249312	1	71	157	4	0.806715651	target	images/157.JPG
422.0222696	1	72	325	1	0.808727041	foil	images/325.JPG
