onset	duration	TrialID	WordID	stim_file
8.01611193	1	2	158	sounds/158.wav
20.01259868	1	3	152	sounds/152.wav
32.02574096	1	4	153	sounds/153.wav
44.0221622	1	5	151	sounds/151.wav
56.01865974	1	6	156	sounds/156.wav
68.01515009	1	7	155	sounds/155.wav
80.02813295	1	8	154	sounds/154.wav
92.02460004	1	9	157	sounds/157.wav
110.0195147	1	11	128	sounds/128.wav
122.0159571	1	12	123	sounds/123.wav
134.0124659	1	13	126	sounds/126.wav
146.0256154	1	14	127	sounds/127.wav
158.0220428	1	15	125	sounds/125.wav
170.0185595	1	16	121	sounds/121.wav
182.0149527	1	17	122	sounds/122.wav
194.0120017	1	18	124	sounds/124.wav
212.0229001	1	20	165	sounds/165.wav
224.0193881	1	21	162	sounds/162.wav
236.0158333	1	22	161	sounds/161.wav
248.0121936	1	23	167	sounds/167.wav
260.025431	1	24	166	sounds/166.wav
272.0219272	1	25	168	sounds/168.wav
284.0184271	1	26	163	sounds/163.wav
296.0148354	1	27	164	sounds/164.wav
