onset	duration	TrialID	WordID	response	response_time	stim_type	stim_file
2.01658158	1	37	331	1	1.118877437	foil	images/331.JPG
14.01304237	1	38	332	1	0.785780517	foil	images/332.JPG
26.02621463	1	39	333	1	0.812077974	foil	images/333.JPG
38.02273521	1	40	171	4	1.398996209	target	images/171.JPG
50.01930091	1	41	232	4	1.113902944	lure	images/232.JPG
62.01580151	1	42	221	4	1.236770094	lure	images/221.JPG
74.02891931	1	43	283	1	1.358729179	lure	images/283.JPG
86.0254417	1	44	254	1	2.057619436	lure	images/254.JPG
98.02197469	1	45	147	4	0.964414301	target	images/147.JPG
110.0185342	1	46	137	4	0.719333026	target	images/137.JPG
122.0150038	1	47	181	1	1.250144586	target	images/181.JPG
134.0281786	1	48	274	4	1.124326807	lure	images/274.JPG
146.0246702	1	49	121	3	1.75114338	target	images/121.JPG
158.0212489	1	50	153	4	1.073967969	target	images/153.JPG
170.0177558	1	51	135	4	1.133119534	target	images/135.JPG
182.0142822	1	52	327	3	1.456171896	foil	images/327.JPG
194.0274499	1	53	315	1	1.689843164	foil	images/315.JPG
206.0239732	1	54	271	1	1.108926911	lure	images/271.JPG
218.0204852	1	55	320	1	0.983531156	foil	images/320.JPG
230.0170021	1	56	195	4	0.882606761	target	images/195.JPG
242.0135078	1	57	318	1	1.30932545	foil	images/318.JPG
254.0266281	1	58	242	1	1.000075285	lure	images/242.JPG
266.0231866	1	59	303	1	0.898788741	foil	images/303.JPG
278.0197208	1	60	306	1	0.773118649	foil	images/306.JPG
290.0161976	1	61	111	4	0.984043922	target	images/111.JPG
302.0294072	1	62	161	4	0.818209194	target	images/161.JPG
314.0255836	1	63	312	1	0.90941984	foil	images/312.JPG
326.0223691	1	64	264	4	0.83199734	lure	images/264.JPG
338.0189546	1	65	253	4	0.954779546	lure	images/253.JPG
350.0154703	1	66	214	3	1.509591283	lure	images/214.JPG
362.0285767	1	67	307	1	1.063899214	foil	images/307.JPG
374.0251044	1	68	261	4	1.427191055	lure	images/261.JPG
386.0216319	1	69	141	4	1.253795376	target	images/141.JPG
398.0181803	1	70	155	4	0.832368526	target	images/155.JPG
410.0147374	1	71	322	1	0.859198513	foil	images/322.JPG
422.0278466	1	72	291	4	0.989626392	lure	images/291.JPG
