onset	duration	TrialID	WordID	stim_file
8.015803764	1	2	158	sounds/158.wav
20.01232592	1	3	152	sounds/152.wav
32.02549181	1	4	153	sounds/153.wav
44.02202183	1	5	151	sounds/151.wav
56.03519279	1	6	156	sounds/156.wav
68.01504495	1	7	155	sounds/155.wav
80.01153383	1	8	154	sounds/154.wav
92.02474847	1	9	157	sounds/157.wav
110.0195036	1	11	128	sounds/128.wav
122.0160209	1	12	123	sounds/123.wav
134.0125294	1	13	126	sounds/126.wav
146.0257161	1	14	127	sounds/127.wav
158.022231	1	15	125	sounds/125.wav
170.0187459	1	16	121	sounds/121.wav
182.0152631	1	17	122	sounds/122.wav
194.0117604	1	18	124	sounds/124.wav
212.0232103	1	20	165	sounds/165.wav
224.0197267	1	21	162	sounds/162.wav
236.0162258	1	22	161	sounds/161.wav
248.0127465	1	23	167	sounds/167.wav
260.0259108	1	24	166	sounds/166.wav
272.022434	1	25	168	sounds/168.wav
284.0189614	1	26	163	sounds/163.wav
296.0154667	1	27	164	sounds/164.wav
