onset	duration	TrialID	WordID	stim_file
8.037266525	1	2	158	sounds/158.wav
20.01789898	1	3	152	sounds/152.wav
32.03206124	1	4	153	sounds/153.wav
44.02928888	1	5	151	sounds/151.wav
56.02671984	1	6	156	sounds/156.wav
68.02412041	1	7	155	sounds/155.wav
80.03802072	1	8	154	sounds/154.wav
92.01865145	1	9	157	sounds/157.wav
110.014675	1	11	128	sounds/128.wav
122.0287119	1	12	123	sounds/123.wav
134.0093461	1	13	126	sounds/126.wav
146.023454	1	14	127	sounds/127.wav
158.0207458	1	15	125	sounds/125.wav
170.018074	1	16	121	sounds/121.wav
182.032122	1	17	122	sounds/122.wav
194.0295577	1	18	124	sounds/124.wav
212.0255808	1	20	165	sounds/165.wav
224.0229592	1	21	162	sounds/162.wav
236.0201988	1	22	161	sounds/161.wav
248.0342023	1	23	167	sounds/167.wav
260.0148022	1	24	166	sounds/166.wav
272.0288857	1	25	168	sounds/168.wav
284.0262319	1	26	163	sounds/163.wav
296.0235661	1	27	164	sounds/164.wav
