onset	duration	TrialID	WordID	response	response_time	stim_type	stim_file
2.021638696	1	73	334	1	1.345059945	foil	images/334.JPG
14.03565456	1	74	335	2	1.354784722	foil	images/335.JPG
26.01623737	1	75	336	2	1.044994785	foil	images/336.JPG
38.03021104	1	76	274	3	2.374218381	lure	images/274.JPG
50.02751438	1	77	155	4	1.036202056	target	images/155.JPG
62.02480397	1	78	264	4	1.162181029	lure	images/264.JPG
74.0220916	1	79	294	3	2.092053099	lure	images/294.JPG
86.03607333	1	80	252	1	1.869391281	lure	images/252.JPG
98.01667154	1	81	283	2	1.200509212	lure	images/283.JPG
110.0306478	1	82	322	1	1.337632858	foil	images/322.JPG
122.0111481	1	83	213	2	1.036242015	lure	images/213.JPG
134.0252271	1	84	222	2	1.414125259	lure	images/222.JPG
146.0225202	1	85	316	2	1.664164103	foil	images/316.JPG
158.0198056	1	86	231	3	2.497218147	lure	images/231.JPG
170.0171109	1	87	306	1	1.179244918	foil	images/306.JPG
182.0310911	1	88	183	3	1.605423909	target	images/183.JPG
194.0283986	1	89	312	2	1.302501854	foil	images/312.JPG
206.0256726	1	90	302	2	1.176746664	foil	images/302.JPG
218.0396713	1	91	191	4	0.929726283	target	images/191.JPG
230.0202581	1	92	321	2	1.29290131	foil	images/321.JPG
242.0342495	1	93	165	4	1.085703989	target	images/165.JPG
254.0315345	1	94	125	4	0.935741378	target	images/125.JPG
266.0288424	1	95	153	4	1.13792426	target	images/153.JPG
278.0261208	1	96	113	4	1.147617562	target	images/113.JPG
290.0234032	1	97	177	4	0.957563164	target	images/177.JPG
302.0207083	1	98	325	2	1.271535955	foil	images/325.JPG
314.0346947	1	99	133	4	0.889607026	target	images/133.JPG
326.0152644	1	100	271	4	1.379557037	lure	images/271.JPG
338.0292805	1	101	282	4	1.052790681	lure	images/282.JPG
350.0265599	1	102	117	3	1.462755801	target	images/117.JPG
362.0238471	1	103	243	4	0.960691202	lure	images/243.JPG
374.0211308	1	104	261	3	2.346583101	lure	images/261.JPG
386.0351504	1	105	309	2	1.819857246	foil	images/309.JPG
398.0324201	1	106	167	3	0.997876242	target	images/167.JPG
410.0297203	1	107	313	2	1.303822752	foil	images/313.JPG
422.0437245	1	108	147	4	0.889803386	target	images/147.JPG
