onset	duration	TrialID	WordID	stim_file
8.017055538	1	2	158	sounds/158.wav
20.03129631	1	3	152	sounds/152.wav
32.01202483	1	4	153	sounds/153.wav
44.02623178	1	5	151	sounds/151.wav
56.04044944	1	6	156	sounds/156.wav
68.0212764	1	7	155	sounds/155.wav
80.03545982	1	8	154	sounds/154.wav
92.01611771	1	9	157	sounds/157.wav
110.0123403	1	11	128	sounds/128.wav
122.0266431	1	12	123	sounds/123.wav
134.0241074	1	13	126	sounds/126.wav
146.0215957	1	14	127	sounds/127.wav
158.0191465	1	15	125	sounds/125.wav
170.0333838	1	16	121	sounds/121.wav
182.0140238	1	17	122	sounds/122.wav
194.0282795	1	18	124	sounds/124.wav
212.0245308	1	20	165	sounds/165.wav
224.0386671	1	21	162	sounds/162.wav
236.0194919	1	22	161	sounds/161.wav
248.0336642	1	23	167	sounds/167.wav
260.0311482	1	24	166	sounds/166.wav
272.0286044	1	25	168	sounds/168.wav
284.026201	1	26	163	sounds/163.wav
296.0237017	1	27	164	sounds/164.wav
