onset	duration	TrialID	WordID	stim_file
8.020108807	1	2	177	sounds/177.wav
20.01768269	1	3	176	sounds/176.wav
32.03189998	1	4	174	sounds/174.wav
44.02948456	1	5	175	sounds/175.wav
56.02693644	1	6	172	sounds/172.wav
68.02451674	1	7	171	sounds/171.wav
80.02205467	1	8	178	sounds/178.wav
92.03630363	1	9	173	sounds/173.wav
110.0326058	1	11	147	sounds/147.wav
122.0133445	1	12	148	sounds/148.wav
134.0276701	1	13	142	sounds/142.wav
146.0252483	1	14	146	sounds/146.wav
158.0228029	1	15	141	sounds/141.wav
170.020411	1	16	143	sounds/143.wav
182.0345748	1	17	144	sounds/144.wav
194.0154184	1	18	145	sounds/145.wav
212.0283211	1	20	162	sounds/162.wav
224.0259357	1	21	166	sounds/166.wav
236.0234942	1	22	168	sounds/168.wav
248.0210398	1	23	167	sounds/167.wav
260.0353016	1	24	163	sounds/163.wav
272.0162098	1	25	164	sounds/164.wav
284.030419	1	26	165	sounds/165.wav
296.0279201	1	27	161	sounds/161.wav
