onset	duration	TrialID	WordID	stim_file
8.025571323	1	2	188	sounds/188.wav
20.03947457	1	3	186	sounds/186.wav
32.03697445	1	4	182	sounds/182.wav
44.03403303	1	5	181	sounds/181.wav
56.03134244	1	6	185	sounds/185.wav
68.028871	1	7	187	sounds/187.wav
80.02592017	1	8	184	sounds/184.wav
92.04016412	1	9	183	sounds/183.wav
110.03585	1	11	112	sounds/112.wav
122.0331376	1	12	117	sounds/117.wav
134.0304273	1	13	111	sounds/111.wav
146.0277153	1	14	115	sounds/115.wav
158.0251249	1	15	113	sounds/113.wav
170.0390063	1	16	118	sounds/118.wav
182.0362935	1	17	116	sounds/116.wav
194.0335776	1	18	114	sounds/114.wav
212.0296415	1	20	172	sounds/172.wav
224.0269376	1	21	177	sounds/177.wav
236.024095	1	22	178	sounds/178.wav
248.0382906	1	23	174	sounds/174.wav
260.0353818	1	24	173	sounds/173.wav
272.0327502	1	25	171	sounds/171.wav
284.0299591	1	26	175	sounds/175.wav
296.0272458	1	27	176	sounds/176.wav
