onset	duration	TrialID	WordID	stim_file
8.029945736	1	2	177	sounds/177.wav
20.02718153	1	3	176	sounds/176.wav
32.02445842	1	4	174	sounds/174.wav
44.03838558	1	5	175	sounds/175.wav
56.01892146	1	6	172	sounds/172.wav
68.03288671	1	7	171	sounds/171.wav
80.01341017	1	8	178	sounds/178.wav
92.02734504	1	9	173	sounds/173.wav
110.0232077	1	11	147	sounds/147.wav
122.0371726	1	12	148	sounds/148.wav
134.0177062	1	13	142	sounds/142.wav
146.0316561	1	14	146	sounds/146.wav
158.0289133	1	15	141	sounds/141.wav
170.0595808	1	16	143	sounds/143.wav
182.0233841	1	17	144	sounds/144.wav
194.0373455	1	18	145	sounds/145.wav
212.0331906	1	20	162	sounds/162.wav
224.0304333	1	21	166	sounds/166.wav
236.0276772	1	22	168	sounds/168.wav
248.0249079	1	23	167	sounds/167.wav
260.0221595	1	24	163	sounds/163.wav
272.0361192	1	25	164	sounds/164.wav
284.0166388	1	26	165	sounds/165.wav
296.0305976	1	27	161	sounds/161.wav
