onset	duration	TrialID	WordID	response	response_time	stim_type	stim_file
2.02041194564663	1	37	331	4	1.29521088878391	foil	images/331.JPG
14.0344642056734	1	38	332	4	1.68775133450981	foil	images/332.JPG
26.0150880952133	1	39	333	2	1.74715134617873	foil	images/333.JPG
38.0291472037206	1	40	308	1	2.10034460783936	foil	images/308.JPG
50.0096764984191	1	41	232	0	0	lure	images/232.JPG
62.023830629827	1	42	244	1	1.19228225736879	lure	images/244.JPG
74.0378777534934	1	43	161	4	0.820918220793828	target	images/161.JPG
86.018511059694	1	44	115	4	0.89560193795478	target	images/115.JPG
98.0159347406588	1	45	325	4	0.913493636704516	foil	images/325.JPG
110.029908242985	1	46	314	4	0.986839328717906	foil	images/314.JPG
122.027240325348	1	47	304	1	1.0001296934206	foil	images/304.JPG
134.024586960732	1	48	291	1	2.37145007081563	lure	images/291.JPG
146.038638364698	1	49	273	2	1.5960238482221	lure	images/273.JPG
158.019271242898	1	50	121	4	1.15948951302562	target	images/121.JPG
170.033312802145	1	51	141	4	0.827986725897063	target	images/141.JPG
182.030643172329	1	52	324	1	2.9778917672229	foil	images/324.JPG
194.027993231954	1	53	302	3	1.23675725376233	foil	images/302.JPG
206.025332162797	1	54	284	2	1.51064149447484	lure	images/284.JPG
218.02274000668	1	55	254	4	0.907826933311298	lure	images/254.JPG
230.019997611584	1	56	147	4	0.837867395137437	target	images/147.JPG
242.03405714815	1	57	171	4	1.05991878535133	target	images/171.JPG
254.01468189375	1	58	261	4	0.697855435893871	lure	images/261.JPG
266.028738862078	1	59	165	4	0.747175744036213	target	images/165.JPG
278.026082501281	1	60	173	4	0.701134153932799	target	images/173.JPG
290.023423572304	1	61	223	4	2.08357178233564	lure	images/223.JPG
302.037469839852	1	62	213	4	1.24499085941352	lure	images/213.JPG
314.034811766935	1	63	135	4	0.842324054625351	target	images/135.JPG
326.032149841718	1	64	318	2	1.24897796881851	foil	images/318.JPG
338.029493480863	1	65	155	4	0.894189435464796	target	images/155.JPG
350.043542744708	1	66	193	4	0.687482102948707	target	images/193.JPG
362.024171770609	1	67	311	4	0.890207034302875	foil	images/311.JPG
374.038217182097	1	68	253	4	1.64812164986506	lure	images/253.JPG
386.035552260699	1	69	321	2	1.16945964074694	foil	images/321.JPG
398.032899324084	1	70	222	0	0	lure	images/222.JPG
410.030238682986	1	71	181	4	0.745341202826239	target	images/181.JPG
422.02758189413	1	72	271	0	0	lure	images/271.JPG
