onset	duration	TrialID	WordID	stim_file
8.03001127	1	2	171	sounds/171.wav
20.02737204	1	3	178	sounds/178.wav
32.02469686	1	4	177	sounds/177.wav
44.03864548	1	5	176	sounds/176.wav
56.03602551	1	6	172	sounds/172.wav
68.03319281	1	7	173	sounds/173.wav
80.03058954	1	8	174	sounds/174.wav
92.02784801	1	9	175	sounds/175.wav
110.0237907	1	11	138	sounds/138.wav
122.0377214	1	12	135	sounds/135.wav
134.0351806	1	13	131	sounds/131.wav
146.0323671	1	14	136	sounds/136.wav
158.0296714	1	15	132	sounds/132.wav
170.0269551	1	16	134	sounds/134.wav
182.0241109	1	17	133	sounds/133.wav
194.0380839	1	18	137	sounds/137.wav
212.03409	1	20	192	sounds/192.wav
224.0314285	1	21	195	sounds/195.wav
236.0287914	1	22	197	sounds/197.wav
248.025951	1	23	198	sounds/198.wav
260.0401282	1	24	191	sounds/191.wav
272.0372	1	25	194	sounds/194.wav
284.0345248	1	26	196	sounds/196.wav
296.0318612	1	27	193	sounds/193.wav
