onset	duration	TrialID	WordID	stim_file
8.029911239	1	2	178	sounds/178.wav
20.0272292	1	3	171	sounds/171.wav
32.02460922	1	4	172	sounds/172.wav
44.03864436	1	5	175	sounds/175.wav
56.03598115	1	6	174	sounds/174.wav
68.03332051	1	7	177	sounds/177.wav
80.03076516	1	8	176	sounds/176.wav
92.02800522	1	9	173	sounds/173.wav
110.0241495	1	11	124	sounds/124.wav
122.0380618	1	12	123	sounds/123.wav
134.0354992	1	13	122	sounds/122.wav
146.0327418	1	14	127	sounds/127.wav
158.0302049	1	15	121	sounds/121.wav
170.0275699	1	16	128	sounds/128.wav
182.0247582	1	17	126	sounds/126.wav
194.0388121	1	18	125	sounds/125.wav
212.0348212	1	20	163	sounds/163.wav
224.0322676	1	21	166	sounds/166.wav
236.0295033	1	22	165	sounds/165.wav
248.0268423	1	23	161	sounds/161.wav
260.024185	1	24	167	sounds/167.wav
272.038233	1	25	168	sounds/168.wav
284.0356366	1	26	164	sounds/164.wav
296.0331433	1	27	162	sounds/162.wav
