onset	duration	TrialID	WordID	stim_file
8.021383148	1	2	158	sounds/158.wav
20.01864546	1	3	157	sounds/157.wav
32.03277562	1	4	154	sounds/154.wav
44.01335157	1	5	151	sounds/151.wav
56.02738158	1	6	156	sounds/156.wav
68.02472051	1	7	155	sounds/155.wav
80.02201578	1	8	152	sounds/152.wav
92.01939965	1	9	153	sounds/153.wav
110.0320818	1	11	141	sounds/141.wav
122.0295264	1	12	146	sounds/146.wav
134.0267644	1	13	143	sounds/143.wav
146.0241469	1	14	142	sounds/142.wav
158.0214452	1	15	148	sounds/148.wav
170.0187422	1	16	147	sounds/147.wav
182.0328959	1	17	144	sounds/144.wav
194.0135121	1	18	145	sounds/145.wav
212.0262589	1	20	197	sounds/197.wav
224.0237086	1	21	192	sounds/192.wav
236.0375747	1	22	191	sounds/191.wav
248.0182996	1	23	195	sounds/195.wav
260.0323831	1	24	194	sounds/194.wav
272.0297726	1	25	198	sounds/198.wav
284.0270644	1	26	193	sounds/193.wav
296.0244016	1	27	196	sounds/196.wav
