onset	duration	TrialID	WordID	stim_file
8.024294259	1	2	123	sounds/123.wav
20.02162506	1	3	124	sounds/124.wav
32.03570257	1	4	125	sounds/125.wav
44.01634059	1	5	127	sounds/127.wav
56.03039755	1	6	126	sounds/126.wav
68.01100603	1	7	128	sounds/128.wav
80.02505444	1	8	122	sounds/122.wav
92.02239722	1	9	121	sounds/121.wav
110.0350738	1	11	131	sounds/131.wav
122.0157478	1	12	132	sounds/132.wav
134.0298059	1	13	137	sounds/137.wav
146.0271655	1	14	136	sounds/136.wav
158.0244608	1	15	138	sounds/138.wav
170.0218048	1	16	135	sounds/135.wav
182.0358787	1	17	133	sounds/133.wav
194.016498	1	18	134	sounds/134.wav
212.0292145	1	20	185	sounds/185.wav
224.0265757	1	21	188	sounds/188.wav
236.0239079	1	22	184	sounds/184.wav
248.0212435	1	23	186	sounds/186.wav
260.0353138	1	24	187	sounds/187.wav
272.0159365	1	25	182	sounds/182.wav
284.0299935	1	26	183	sounds/183.wav
296.0273087	1	27	181	sounds/181.wav
