onset	duration	TrialID	WordID	stim_file
8.0346046	1	2	157	sounds/157.wav
20.03180314	1	3	156	sounds/156.wav
32.02913094	1	4	153	sounds/153.wav
44.02648185	1	5	155	sounds/155.wav
56.02395219	1	6	154	sounds/154.wav
68.03795694	1	7	158	sounds/158.wav
80.03534467	1	8	152	sounds/152.wav
92.03266605	1	9	151	sounds/151.wav
110.028637	1	11	177	sounds/177.wav
122.0259096	1	12	174	sounds/174.wav
134.0399503	1	13	176	sounds/176.wav
146.0374026	1	14	175	sounds/175.wav
158.0346821	1	15	173	sounds/173.wav
170.0322025	1	16	171	sounds/171.wav
182.029458	1	17	172	sounds/172.wav
194.0268076	1	18	178	sounds/178.wav
212.0393716	1	20	198	sounds/198.wav
224.0368933	1	21	192	sounds/192.wav
236.0341119	1	22	197	sounds/197.wav
248.0316238	1	23	194	sounds/194.wav
260.0287354	1	24	195	sounds/195.wav
272.0260731	1	25	193	sounds/193.wav
284.0401241	1	26	191	sounds/191.wav
296.1210159	1	27	196	sounds/196.wav
