onset	duration	TrialID	WordID	stim_file
8.032001743	1	2	176	sounds/176.wav
20.02934324	1	3	173	sounds/173.wav
32.0267498	1	4	178	sounds/178.wav
44.02402068	1	5	171	sounds/171.wav
56.03804426	1	6	177	sounds/177.wav
68.03542642	1	7	172	sounds/172.wav
80.03273325	1	8	175	sounds/175.wav
92.03004093	1	9	174	sounds/174.wav
110.0261197	1	11	115	sounds/115.wav
122.0234638	1	12	113	sounds/113.wav
134.0374638	1	13	116	sounds/116.wav
146.0349308	1	14	117	sounds/117.wav
158.0322282	1	15	118	sounds/118.wav
170.0294913	1	16	112	sounds/112.wav
182.0268277	1	17	114	sounds/114.wav
194.024298	1	18	111	sounds/111.wav
212.0370932	1	20	145	sounds/145.wav
224.0342596	1	21	143	sounds/143.wav
236.0315943	1	22	142	sounds/142.wav
248.0289713	1	23	146	sounds/146.wav
260.0262563	1	24	148	sounds/148.wav
272.0237386	1	25	147	sounds/147.wav
284.0375854	1	26	141	sounds/141.wav
296.0350151	1	27	144	sounds/144.wav
