onset	duration	TrialID	WordID	response	response_time	stim_type	stim_file
2.024562991	1	73	334	2	1.150303966	foil	images/334.JPG
14.03866619	1	74	335	3	0.79152918	foil	images/335.JPG
26.01921175	1	75	336	2	1.266258439	foil	images/336.JPG
38.03339584	1	76	173	4	0.971405812	target	images/173.JPG
50.01392	1	77	316	3	1.254241467	foil	images/316.JPG
62.02810281	1	78	320	2	1.055362395	foil	images/320.JPG
74.02541948	1	79	242	2	1.177348253	lure	images/242.JPG
86.0226758	1	80	193	4	0.92339956	target	images/193.JPG
98.01998905	1	81	163	4	0.766559559	target	images/163.JPG
110.0340606	1	82	143	4	0.750739103	target	images/143.JPG
122.0145903	1	83	302	1	0.969487377	foil	images/302.JPG
134.0288326	1	84	251	4	0.378613599	lure	images/251.JPG
146.0427753	1	85	271	4	0.795956305	lure	images/271.JPG
158.0234796	1	86	151	3	1.463447645	target	images/151.JPG
170.0374531	1	87	306	1	1.055901714	foil	images/306.JPG
182.0347912	1	88	282	4	0.953765368	lure	images/282.JPG
194.0153539	1	89	323	1	1.019464713	foil	images/323.JPG
206.0293771	1	90	232	3	1.349807964	lure	images/232.JPG
218.0267793	1	91	327	2	1.172585124	foil	images/327.JPG
230.0241482	1	92	292	3	1.169713463	lure	images/292.JPG
242.0382099	1	93	222	2	1.036160493	lure	images/222.JPG
254.0188663	1	94	121	2	1.381596975	target	images/121.JPG
266.0328441	1	95	314	2	0.974912243	foil	images/314.JPG
278.0302169	1	96	311	2	1.552880028	foil	images/311.JPG
290.027578	1	97	308	2	1.650781863	foil	images/308.JPG
302.0249041	1	98	261	4	0.956830498	lure	images/261.JPG
314.0389919	1	99	117	4	1.582818662	target	images/117.JPG
326.0196552	1	100	115	1	1.192738967	target	images/115.JPG
338.0336467	1	101	135	4	0.818021307	target	images/135.JPG
350.0309813	1	102	214	1	1.212009353	lure	images/214.JPG
362.0284247	1	103	283	4	1.285881524	lure	images/283.JPG
374.0256468	1	104	187	4	1.071932333	target	images/187.JPG
386.0398296	1	105	294	4	1.035955894	lure	images/294.JPG
398.0203392	1	106	171	3	1.180809741	target	images/171.JPG
410.0345883	1	107	195	4	1.101760107	target	images/195.JPG
422.0151052	1	108	234	3	0.888702077	lure	images/234.JPG
