onset	duration	TrialID	WordID	stim_file
8.029553344	1	2	161	sounds/161.wav
20.02693505	1	3	165	sounds/165.wav
32.02448925	1	4	164	sounds/164.wav
44.02195142	1	5	163	sounds/163.wav
56.03614468	1	6	167	sounds/167.wav
68.01694682	1	7	168	sounds/168.wav
80.03112295	1	8	166	sounds/166.wav
92.02860011	1	9	162	sounds/162.wav
110.0249066	1	11	117	sounds/117.wav
122.0223379	1	12	111	sounds/111.wav
134.0198677	1	13	113	sounds/113.wav
146.0173004	1	14	116	sounds/116.wav
158.031694	1	15	112	sounds/112.wav
170.0290525	1	16	114	sounds/114.wav
182.0265622	1	17	118	sounds/118.wav
194.0239807	1	18	115	sounds/115.wav
212.0202076	1	20	125	sounds/125.wav
224.0344154	1	21	128	sounds/128.wav
236.015188	1	22	123	sounds/123.wav
248.0293898	1	23	121	sounds/121.wav
260.0267985	1	24	124	sounds/124.wav
272.0243596	1	25	127	sounds/127.wav
284.0219377	1	26	122	sounds/122.wav
296.0193404	1	27	126	sounds/126.wav
