onset	duration	TrialID	WordID	response	response_time	stim_type	stim_file
2.013438688	1	73	334	1	0.873152587	foil	images/334.JPG
14.02778096	1	74	335	1	0.722297795	foil	images/335.JPG
26.00844134	1	75	336	1	0.797172808	foil	images/336.JPG
38.02291802	1	76	314	1	0.934226364	foil	images/314.JPG
50.03705142	1	77	261	3	1.83154342	lure	images/261.JPG
62.0178783	1	78	327	1	1.26626802	foil	images/327.JPG
74.03223085	1	79	251	1	1.643429613	lure	images/251.JPG
86.02967803	1	80	234	1	0.861502243	lure	images/234.JPG
98.02729942	1	81	141	4	1.039459987	target	images/141.JPG
110.0247372	1	82	187	4	1.169487296	target	images/187.JPG
122.0390884	1	83	163	3	1.235856761	target	images/163.JPG
134.0198742	1	84	111	4	0.861430761	target	images/111.JPG
146.0340937	1	85	304	2	1.766589049	foil	images/304.JPG
158.0316068	1	86	262	1	1.576703164	lure	images/262.JPG
170.0291464	1	87	222	3	1.434634284	lure	images/222.JPG
182.0267237	1	88	307	3	1.300643769	foil	images/307.JPG
194.0242501	1	89	231	3	1.462532103	lure	images/231.JPG
206.0217816	1	90	311	2	1.809147177	foil	images/311.JPG
218.0361303	1	91	155	3	1.649689672	target	images/155.JPG
230.0167885	1	92	135	4	0.876547358	target	images/135.JPG
242.0311629	1	93	319	1	1.037802623	foil	images/319.JPG
254.0287304	1	94	253	4	1.303668716	lure	images/253.JPG
266.0261831	1	95	212	1	1.01942523	lure	images/212.JPG
278.0237553	1	96	147	4	0.899659282	target	images/147.JPG
290.0379773	1	97	125	3	1.868911584	target	images/125.JPG
302.0188422	1	98	318	4	1.855648392	foil	images/318.JPG
314.0331297	1	99	167	4	1.048792076	target	images/167.JPG
326.0305846	1	100	191	4	0.97885534	target	images/191.JPG
338.028248	1	101	244	1	0.90949346	lure	images/244.JPG
350.025663	1	102	292	4	1.019456477	lure	images/292.JPG
362.0233709	1	103	323	4	0.840614834	foil	images/323.JPG
374.0207693	1	104	283	1	0.842794405	lure	images/283.JPG
386.0350306	1	105	195	4	1.324987587	target	images/195.JPG
398.0158554	1	106	303	1	1.126703164	foil	images/303.JPG
410.0300907	1	107	272	3	2.384626579	lure	images/272.JPG
422.0275712	1	108	171	4	0.970038609	target	images/171.JPG
